L0, 0.5, 0, Buffer Occupancy
L0, 0.51024, 1024, Buffer Occupancy
L0, 0.52048, 2048, Buffer Occupancy
L0, 0.53072, 3072, Buffer Occupancy
L0, 0.54096, 4096, Buffer Occupancy
L0, 0.5512, 5120, Buffer Occupancy
L0, 0.56144, 6144, Buffer Occupancy
L0, 0.57168, 7168, Buffer Occupancy
L0, 0.58192, 8192, Buffer Occupancy
L0, 0.59216, 9216, Buffer Occupancy
L0, 0.6024, 10240, Buffer Occupancy
L0, 0.61264, 10240, Buffer Occupancy
L0, 0.62288, 11264, Buffer Occupancy
L0, 0.63312, 12288, Buffer Occupancy
L0, 0.64336, 13312, Buffer Occupancy
L0, 0.6536, 14336, Buffer Occupancy
L0, 0.66384, 15360, Buffer Occupancy
L0, 0.67408, 16384, Buffer Occupancy
L0, 0.68432, 17408, Buffer Occupancy
L0, 0.69456, 18432, Buffer Occupancy
L0, 0.7048, 19456, Buffer Occupancy
L0, 0.71504, 19456, Buffer Occupancy
L0, 0.72528, 20480, Buffer Occupancy
L0, 0.73552, 21504, Buffer Occupancy
L0, 0.74576, 22528, Buffer Occupancy
L0, 0.756, 23552, Buffer Occupancy
L0, 0.76624, 24576, Buffer Occupancy
L0, 0.77648, 25600, Buffer Occupancy
L0, 0.78672, 26624, Buffer Occupancy
L0, 0.79696, 27648, Buffer Occupancy
L0, 0.8072, 28672, Buffer Occupancy
L0, 0.81744, 28672, Buffer Occupancy
L0, 0.82768, 29696, Buffer Occupancy
L0, 0.83792, 30720, Buffer Occupancy
L0, 0.84816, 31744, Buffer Occupancy
L0, 0.8584, 32768, Buffer Occupancy
L0, 0.86864, 33792, Buffer Occupancy
L0, 0.87888, 34816, Buffer Occupancy
L0, 0.88912, 35840, Buffer Occupancy
L0, 0.89936, 36864, Buffer Occupancy
L0, 0.9096, 37888, Buffer Occupancy
L0, 0.91984, 37888, Buffer Occupancy
L0, 0.93008, 38912, Buffer Occupancy
L0, 0.94032, 39936, Buffer Occupancy
L0, 0.95056, 40960, Buffer Occupancy
L0, 0.9608, 41984, Buffer Occupancy
L0, 0.97104, 43008, Buffer Occupancy
L0, 0.98128, 44032, Buffer Occupancy
L0, 0.99152, 45056, Buffer Occupancy
L0, 1.00176, 46080, Buffer Occupancy
L0, 1.012, 46080, Buffer Occupancy
L0, 1.02224, 47104, Buffer Occupancy
L0, 1.03248, 48128, Buffer Occupancy
L0, 1.04272, 49152, Buffer Occupancy
L0, 1.05296, 50176, Buffer Occupancy
L0, 1.0632, 51200, Buffer Occupancy
L0, 1.07344, 52224, Buffer Occupancy
L0, 1.08368, 53248, Buffer Occupancy
L0, 1.09392, 54272, Buffer Occupancy
L0, 1.10416, 55296, Buffer Occupancy
L0, 1.1144, 55296, Buffer Occupancy
L0, 1.12464, 56320, Buffer Occupancy
L0, 1.13488, 57344, Buffer Occupancy
L0, 1.14512, 58368, Buffer Occupancy
L0, 1.15536, 59392, Buffer Occupancy
L0, 1.1656, 60416, Buffer Occupancy
L0, 1.17584, 61440, Buffer Occupancy
L0, 1.18608, 62464, Buffer Occupancy
L0, 1.19632, 63488, Buffer Occupancy
L0, 1.20656, 64512, Buffer Occupancy
L0, 1.2168, 64512, Buffer Occupancy
L0, 1.22704, 65536, Buffer Occupancy
L0, 1.23728, 66560, Buffer Occupancy
L0, 1.24752, 67584, Buffer Occupancy
L0, 1.25776, 68608, Buffer Occupancy
L0, 1.268, 69632, Buffer Occupancy
L0, 1.27824, 70656, Buffer Occupancy
L0, 1.28848, 71680, Buffer Occupancy
L0, 1.29872, 72704, Buffer Occupancy
L0, 1.30896, 73728, Buffer Occupancy
L0, 1.3192, 73728, Buffer Occupancy
L0, 1.32944, 74752, Buffer Occupancy
L0, 1.33968, 75776, Buffer Occupancy
L0, 1.34992, 76800, Buffer Occupancy
L0, 1.36016, 77824, Buffer Occupancy
L0, 1.3704, 78848, Buffer Occupancy
L0, 1.38064, 79872, Buffer Occupancy
L0, 1.39088, 80896, Buffer Occupancy
L0, 1.40112, 81920, Buffer Occupancy
L0, 1.41136, 81920, Buffer Occupancy
L0, 1.4216, 82944, Buffer Occupancy
L0, 1.43184, 83968, Buffer Occupancy
L0, 1.44208, 84992, Buffer Occupancy
L0, 1.45232, 86016, Buffer Occupancy
L0, 1.46256, 87040, Buffer Occupancy
L0, 1.4728, 88064, Buffer Occupancy
L0, 1.48304, 89088, Buffer Occupancy
L0, 1.49328, 90112, Buffer Occupancy
L0, 1.50352, 91136, Buffer Occupancy
L0, 1.51376, 91136, Buffer Occupancy
L0, 1.52048, 91200, Buffer Occupancy
L0, 1.524, 92224, Buffer Occupancy
L0, 1.53424, 93248, Buffer Occupancy
L0, 1.54448, 94272, Buffer Occupancy
L0, 1.55472, 95296, Buffer Occupancy
L0, 1.56496, 96320, Buffer Occupancy
L0, 1.5752, 97344, Buffer Occupancy
L0, 1.58544, 98368, Buffer Occupancy
L0, 1.59568, 99392, Buffer Occupancy
L0, 1.60592, 100416, Buffer Occupancy
L0, 1.61616, 100416, Buffer Occupancy
L0, 1.62048, 100480, Buffer Occupancy
L0, 1.6264, 101504, Buffer Occupancy
L0, 1.63664, 102528, Buffer Occupancy
L0, 1.64688, 103552, Buffer Occupancy
L0, 1.65712, 104576, Buffer Occupancy
L0, 1.66736, 105600, Buffer Occupancy
L0, 1.6776, 106624, Buffer Occupancy
L0, 1.68784, 107648, Buffer Occupancy
L0, 1.69808, 108672, Buffer Occupancy
L0, 1.70832, 109696, Buffer Occupancy
L0, 1.71856, 109696, Buffer Occupancy
L0, 1.7288, 110720, Buffer Occupancy
L0, 1.73904, 111744, Buffer Occupancy
L0, 1.74928, 112768, Buffer Occupancy
L0, 1.75952, 113792, Buffer Occupancy
L0, 1.76976, 114816, Buffer Occupancy
L0, 1.78, 115840, Buffer Occupancy
L0, 1.79024, 116864, Buffer Occupancy
L0, 1.80048, 117888, Buffer Occupancy
L0, 1.81072, 117888, Buffer Occupancy
L0, 1.82096, 118912, Buffer Occupancy
L0, 1.8312, 119936, Buffer Occupancy
L0, 1.84144, 120960, Buffer Occupancy
L0, 1.85168, 121984, Buffer Occupancy
L0, 1.86192, 123008, Buffer Occupancy
L0, 1.87216, 124032, Buffer Occupancy
L0, 1.8824, 125056, Buffer Occupancy
L0, 1.89264, 126080, Buffer Occupancy
L0, 1.90288, 127104, Buffer Occupancy
L0, 1.91312, 127104, Buffer Occupancy
L0, 1.92336, 128128, Buffer Occupancy
L0, 1.9336, 129152, Buffer Occupancy
L0, 1.94384, 130176, Buffer Occupancy
L0, 1.95408, 131200, Buffer Occupancy
L0, 1.96432, 132224, Buffer Occupancy
L0, 1.97456, 133248, Buffer Occupancy
L0, 1.9848, 134272, Buffer Occupancy
L0, 1.99504, 135296, Buffer Occupancy
L0, 2.00528, 136320, Buffer Occupancy
L0, 2.01552, 136320, Buffer Occupancy
L0, 2.02048, 136384, Buffer Occupancy
L0, 2.02576, 137408, Buffer Occupancy
L0, 2.036, 138432, Buffer Occupancy
L0, 2.04624, 139456, Buffer Occupancy
L0, 2.05648, 140480, Buffer Occupancy
L0, 2.06672, 141504, Buffer Occupancy
L0, 2.07696, 142528, Buffer Occupancy
L0, 2.0872, 143552, Buffer Occupancy
L0, 2.09744, 144576, Buffer Occupancy
L0, 2.10768, 145600, Buffer Occupancy
L0, 2.11792, 145600, Buffer Occupancy
L0, 2.12048, 145664, Buffer Occupancy
L0, 2.12816, 146688, Buffer Occupancy
L0, 2.1384, 147712, Buffer Occupancy
L0, 2.14864, 148736, Buffer Occupancy
L0, 2.15888, 149760, Buffer Occupancy
L0, 2.16912, 150784, Buffer Occupancy
L0, 2.17936, 151808, Buffer Occupancy
L0, 2.1896, 152832, Buffer Occupancy
L0, 2.19984, 153856, Buffer Occupancy
L0, 2.21008, 154880, Buffer Occupancy
L0, 2.22032, 154880, Buffer Occupancy
L0, 2.23056, 155904, Buffer Occupancy
L0, 2.2408, 156928, Buffer Occupancy
L0, 2.25104, 157952, Buffer Occupancy
L0, 2.26128, 158976, Buffer Occupancy
L0, 2.27152, 160000, Buffer Occupancy
L0, 2.28176, 161024, Buffer Occupancy
L0, 2.292, 162048, Buffer Occupancy
L0, 2.30224, 163072, Buffer Occupancy
L0, 2.31248, 163072, Buffer Occupancy
L0, 2.32272, 164096, Buffer Occupancy
L0, 2.33296, 165120, Buffer Occupancy
L0, 2.3432, 166144, Buffer Occupancy
L0, 2.35344, 167168, Buffer Occupancy
L0, 2.36368, 168192, Buffer Occupancy
L0, 2.37392, 169216, Buffer Occupancy
L0, 2.38416, 170240, Buffer Occupancy
L0, 2.3944, 171264, Buffer Occupancy
L0, 2.40464, 172288, Buffer Occupancy
L0, 2.41488, 172288, Buffer Occupancy
L0, 2.42048, 172352, Buffer Occupancy
L0, 2.42512, 173376, Buffer Occupancy
L0, 2.43536, 174400, Buffer Occupancy
L0, 2.4456, 175424, Buffer Occupancy
L0, 2.45584, 176448, Buffer Occupancy
L0, 2.46608, 177472, Buffer Occupancy
L0, 2.47632, 178496, Buffer Occupancy
L0, 2.48656, 179520, Buffer Occupancy
L0, 2.4968, 180544, Buffer Occupancy
L0, 2.50704, 181568, Buffer Occupancy
L0, 2.51728, 181568, Buffer Occupancy
L0, 2.52752, 182592, Buffer Occupancy
L0, 2.53776, 183616, Buffer Occupancy
L0, 2.548, 184640, Buffer Occupancy
L0, 2.55824, 185664, Buffer Occupancy
L0, 2.56848, 186688, Buffer Occupancy
L0, 2.57872, 187712, Buffer Occupancy
L0, 2.58896, 188736, Buffer Occupancy
L0, 2.5992, 189760, Buffer Occupancy
L0, 2.60944, 190784, Buffer Occupancy
L0, 2.61968, 190784, Buffer Occupancy
L0, 2.62992, 191808, Buffer Occupancy
L0, 2.64016, 192832, Buffer Occupancy
L0, 2.6504, 193856, Buffer Occupancy
L0, 2.66064, 194880, Buffer Occupancy
L0, 2.67088, 195904, Buffer Occupancy
L0, 2.68112, 196928, Buffer Occupancy
L0, 2.69136, 197952, Buffer Occupancy
L0, 2.7016, 198976, Buffer Occupancy
L0, 2.71184, 198976, Buffer Occupancy
